,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME
4281,0,10.5,2.8,1.1
524,2,17.1,1.9,3.7
4124,4,23.8,4.0,7.8
910,5,2.3,3.6,5.0
2541,0,15.8,2.1,0.9
4065,3,9.4,0.0,3.0
503,0,9.0,2.2,1.1
558,5,12.0,3.3,4.4
124,4,7.7,2.1,4.7
1470,5,22.4,5.4,7.1
5711,0,24.5,4.3,0.7
1284,8,21.0,4.0,9.7
6064,0,4.5,3.8,1.0
3715,5,26.5,4.6,7.9
1094,0,23.2,5.0,0.8
5444,1,6.0,2.2,1.5
1774,2,21.4,3.6,2.5
1212,5,26.2,5.1,4.8
1183,4,28.7,5.3,5.2
224,1,15.2,3.8,2.8
3547,0,5.3,1.5,2.0
1951,0,4.2,4.1,0.0
1040,12,11.6,5.5,8.7
428,4,10.5,4.3,7.2
6320,9,24.9,5.8,8.6
1371,9,20.0,5.5,8.1
4196,9,8.7,4.6,5.9
684,2,2.3,1.6,2.8
827,0,3.1,4.6,0.3
3230,6,11.2,1.5,6.2
632,2,20.5,3.5,3.5
1241,3,1.4,5.4,3.2
2525,0,4.7,1.9,0.5
1671,0,23.3,2.7,0.7
1460,6,26.5,7.3,3.8
1397,7,25.0,6.2,5.7
2858,0,23.4,3.2,0.7
1277,3,2.3,1.2,2.6
3561,1,2.5,4.4,1.9
745,0,0.9,1.2,0.8
1748,1,23.1,7.0,1.2
167,0,26.7,14.3,0.9
5294,1,11.1,4.1,5.4
141,3,13.2,1.5,4.6
804,0,25.1,3.0,0.9
2008,0,24.6,4.4,0.6
6312,0,24.5,4.7,1.6
4130,0,2.4,5.4,0.3
4965,0,5.1,2.9,0.7
2248,0,12.4,4.8,6.3
454,6,26.0,4.3,5.4
6418,0,3.5,6.2,0.8
4291,6,8.4,4.5,7.0
506,1,24.5,2.3,5.1
4048,0,28.0,4.5,3.7
440,0,2.1,0.8,1.0
3554,3,1.5,2.6,3.1
4384,5,21.6,5.0,5.6
1827,1,20.5,5.9,1.3
3602,0,23.9,7.5,1.0
3576,0,24.9,8.2,0.4
4290,18,25.4,6.7,16.6
2996,13,18.0,1.8,13.4
3395,9,8.7,4.3,8.0
5393,0,10.4,1.1,1.2
984,0,25.4,3.8,0.9
5128,0,0.6,1.3,1.4
1745,0,10.5,1.9,2.1
5228,0,25.0,3.3,0.9
2909,0,4.8,1.6,-0.3
2825,16,6.0,3.3,16.0
3817,0,0.5,5.3,0.7
5161,0,4.8,2.0,1.9
3060,8,25.7,2.1,9.2
1842,3,1.8,3.2,2.7
5822,0,24.6,6.9,0.8
5613,1,14.1,2.3,2.7
40,4,25.3,4.6,5.8
4735,0,3.0,4.2,0.6
376,0,25.6,2.8,0.0
6034,1,23.8,4.2,6.0
205,0,18.1,4.7,1.5
2211,1,20.3,2.9,1.5
2194,0,25.1,8.3,1.2
1376,15,11.9,1.7,11.9
3840,0,5.2,4.3,1.0
3664,24,3.2,1.4,23.3
2178,0,23.0,14.0,2.2
5087,0,19.3,6.2,1.6
5299,0,25.1,2.6,0.6
2417,1,25.3,4.4,1.3
418,8,20.6,4.4,7.3
283,5,0.6,1.7,5.1
871,0,25.8,4.8,0.6
2145,0,22.6,8.9,0.7
5914,4,12.8,3.0,3.5
354,0,5.4,2.3,0.0
116,2,21.0,3.2,2.0
4401,2,5.9,2.1,2.8
5609,1,4.1,5.3,4.3
3083,2,16.8,5.1,4.4
3154,3,26.0,2.6,3.4
4303,9,14.5,3.6,8.0
3863,0,18.7,3.8,2.3
5825,0,15.5,2.1,0.8
1596,5,27.3,4.7,6.6
3132,19,8.4,2.0,17.9
1469,11,8.4,1.8,8.4
6177,8,7.3,3.2,7.1
1601,0,22.4,7.3,0.9
5980,2,6.1,1.7,4.4
2447,0,24.6,7.9,0.8
458,11,24.8,3.4,11.9
2023,4,15.9,5.0,7.3
5292,0,2.6,6.4,0.8
1638,11,18.8,2.9,9.4
3260,5,6.8,0.9,5.0
3311,7,10.7,3.2,4.7
5086,0,19.9,6.8,1.6
375,0,24.5,3.6,1.1
3885,1,15.9,4.5,1.7
883,8,1.6,0.4,6.9
4420,12,9.7,1.5,9.6
691,0,24.4,4.4,1.2
3640,0,27.9,7.4,4.0
4254,0,20.8,6.0,1.5
2763,4,3.4,1.8,5.0
626,6,8.9,1.8,7.8
2946,13,5.3,2.0,12.2
3956,2,25.2,2.3,2.2
317,1,16.4,4.4,4.3
3117,1,21.5,0.2,2.0
6392,6,16.4,3.5,8.4
1902,0,23.4,5.0,0.7
630,2,20.0,3.2,2.4
508,1,21.6,3.2,1.3
6297,1,6.2,1.7,1.8
5527,1,16.9,5.8,4.1
2594,0,17.3,2.2,2.6
6223,0,24.9,3.2,0.7
3693,2,1.7,2.2,4.1
3170,10,12.0,3.1,7.4
4547,3,23.3,1.5,5.6
6079,4,15.9,5.0,7.3
754,0,24.6,4.8,0.7
5604,1,13.9,4.8,1.9
1550,0,26.1,4.9,0.6
5363,7,19.9,4.8,6.3
125,2,2.6,3.8,3.9
3194,15,13.3,4.2,15.2
2174,0,16.5,6.5,0.8
3594,9,7.0,0.8,9.5
1599,1,25.0,7.5,1.9
1502,0,26.0,5.1,1.6
3556,4,26.3,3.7,3.4
4375,0,4.9,3.9,0.9
2014,0,25.5,4.1,0.6
3159,0,2.6,3.2,0.5
3789,2,20.6,3.7,2.4
4095,2,5.2,2.7,2.5
3126,1,17.7,5.0,1.6
5791,0,19.5,4.6,0.7
1416,0,24.2,2.7,1.0
3363,3,30.4,3.7,4.4
6066,1,1.7,4.1,4.1
2555,4,12.8,4.5,4.3
3535,3,3.0,1.6,3.1
2292,0,19.1,3.0,0.6
1168,1,1.1,5.2,1.8
1415,6,26.4,4.6,6.0
3310,10,12.9,3.9,8.5
5854,2,11.8,1.0,2.1
3059,7,21.2,4.4,7.4
300,11,15.4,1.7,8.9
6306,1,1.1,5.2,2.1
5683,9,3.1,1.9,7.1
5841,2,3.2,1.4,4.5
6106,7,3.6,2.5,6.2
6082,3,24.6,6.5,1.8
1695,1,4.8,2.8,2.8
484,0,25.4,1.2,1.0
6252,0,8.6,1.5,0.0
4524,7,8.7,2.1,6.6
862,2,2.9,2.8,3.5
4722,1,3.8,1.4,2.1
1140,1,27.3,6.4,1.5
4989,0,4.4,0.3,1.4
935,0,22.5,5.0,0.8
2358,2,1.5,3.3,2.3
3522,6,18.6,2.8,5.5
4186,0,1.9,2.9,0.1
2745,4,18.1,2.1,4.7
41,9,25.5,2.1,8.2
1933,1,5.3,2.3,4.7
4827,4,8.7,2.5,8.6
3690,1,21.2,4.5,5.9
2378,9,19.9,5.6,7.6
3265,1,2.3,0.0,2.2
6457,0,6.5,2.7,1.5
928,12,28.3,4.6,10.7
4003,4,21.7,4.7,3.5
1913,0,23.7,3.7,1.1
281,0,25.8,8.5,0.9
3001,0,1.9,1.1,0.0
4144,6,8.2,4.6,4.9
1849,0,1.5,1.7,0.5
2784,7,3.4,3.5,8.6
6186,5,26.5,4.7,5.7
1578,1,8.4,2.8,1.0
339,13,5.5,2.0,10.7
2509,0,17.9,5.0,4.0
897,8,18.1,5.1,6.8
4517,1,30.5,7.0,1.7
178,10,16.4,2.6,5.3
4900,1,6.4,1.7,2.9
3504,14,25.5,5.9,13.5
3018,11,20.1,2.0,10.4
1067,4,5.4,2.9,5.1
802,5,24.6,2.0,3.9
1918,6,26.0,2.7,6.0
2867,3,20.1,1.6,2.6
4961,1,11.7,4.0,1.0
6341,0,24.4,6.6,0.8
206,4,16.4,2.1,3.7
3099,1,15.0,5.2,1.9
451,1,15.3,3.3,3.6
3930,0,23.7,3.2,2.3
2987,5,24.7,2.2,4.9
69,3,17.0,2.1,5.3
2385,0,24.3,5.5,1.4
5534,0,24.8,7.5,0.7
4597,0,5.6,2.7,2.4
3550,2,10.5,3.0,4.8
3579,3,22.1,3.9,4.3
5088,0,3.5,1.5,0.9
4981,0,9.8,3.1,0.5
2166,0,17.7,4.8,1.0
2941,0,24.7,6.8,0.8
3746,0,25.3,4.5,2.0
6416,0,4.3,2.1,0.7
858,4,28.6,6.5,6.3
5401,3,6.7,1.3,5.8
3338,0,25.5,7.9,1.4
4610,1,15.9,5.0,3.4
296,8,26.3,4.7,7.2
3479,11,17.8,3.8,8.6
6444,1,7.4,2.7,3.6
1358,4,3.2,3.0,3.2
5618,2,12.3,2.8,4.2
2168,0,24.4,5.6,0.9
1000,0,3.4,2.2,0.7
5255,0,0.6,1.9,2.2
6076,0,11.6,3.4,1.3
3489,20,6.8,3.6,17.5
5234,2,18.2,3.7,5.3
6216,0,21.5,4.7,0.9
5058,1,3.2,1.0,5.6
6361,9,9.5,5.3,6.5
2543,1,3.0,1.1,2.4
3223,2,2.8,2.4,3.6
2090,0,19.9,2.6,0.7
1604,6,12.0,5.2,4.7
3668,4,5.2,2.2,8.0
1255,0,27.2,5.0,0.9
2154,2,22.9,6.2,2.2
1287,1,24.4,2.7,1.5
2872,1,36.0,10.1,1.2
4215,3,14.4,3.5,4.0
2320,2,25.3,3.5,2.1
4001,3,5.3,3.2,3.8
5301,7,16.1,4.6,6.2
5801,1,13.9,2.9,4.6
3025,0,14.8,2.5,2.5
1022,3,7.2,2.5,4.3
3383,2,3.0,1.4,3.8
2665,3,2.2,1.1,2.2
1812,0,24.6,13.0,1.0
5493,2,19.4,3.3,3.0
5475,0,1.6,1.3,0.1
5951,0,20.8,2.2,0.9
3611,2,19.8,3.3,4.9
3476,1,2.7,7.9,2.8
3700,7,24.7,4.2,5.4
4328,7,15.7,4.5,9.1
4621,3,7.4,1.7,8.3
5704,7,5.3,1.6,6.0
836,1,10.7,5.2,2.1
1770,2,12.1,4.9,2.9
4914,0,3.9,1.2,1.0
4528,0,21.7,5.0,2.7
3019,1,5.1,3.7,2.3
1379,9,8.8,2.0,9.2
545,0,19.7,7.1,1.1
515,6,8.8,0.2,6.9
2409,2,2.8,1.9,2.2
3209,2,2.2,5.3,2.4
4004,0,24.6,4.7,3.1
4594,0,4.4,0.1,0.0
3915,0,27.8,6.4,0.9
3818,3,19.3,6.9,4.8
1285,4,3.6,3.7,4.5
5859,3,5.6,2.3,6.0
1979,2,8.3,2.9,1.5
5853,0,26.2,4.4,2.5
4472,5,5.4,0.0,4.1
268,17,9.8,1.2,15.2
6336,0,18.2,2.7,0.8
17,9,24.9,5.8,8.6
2621,0,7.7,2.4,0.8
1151,20,4.5,2.2,18.4
3002,5,1.7,3.3,3.2
778,1,24.8,6.7,3.5
1404,0,23.2,3.7,1.3
4770,0,3.4,0.1,1.0
252,1,19.2,3.7,2.2
643,4,15.4,2.2,6.3
1504,6,24.4,4.2,4.4
4866,0,5.4,4.2,0.8
6220,0,2.9,2.3,1.1
4484,12,6.1,2.6,13.6
2270,9,23.8,2.1,8.6
3685,16,25.6,6.3,14.8
1202,23,16.6,4.0,20.0
2160,0,24.6,4.3,0.8
3465,0,24.7,4.4,0.9
5543,0,15.5,3.5,4.3
1511,1,24.3,4.0,1.6
3058,13,26.3,4.5,11.5
3629,0,1.2,6.7,1.0
2341,0,24.6,2.3,0.9
4016,1,25.4,5.5,4.0
3906,7,5.6,2.0,5.8
3702,6,22.3,6.3,6.8
5625,0,24.2,5.7,0.7
902,3,24.3,5.1,3.1
2740,2,24.8,3.2,2.5
6447,0,26.7,14.3,0.9
3092,3,5.9,3.8,3.9
5861,2,5.1,2.2,2.3
4395,3,5.9,3.0,3.3
1389,4,25.2,4.6,4.9
1079,4,24.8,5.3,4.4
3178,0,25.9,3.1,1.2
847,0,25.7,9.1,0.6
3679,3,21.3,4.3,9.5
3671,15,7.5,5.1,13.3
4268,1,7.8,3.7,6.0
5626,10,19.5,2.5,9.4
1605,2,1.7,4.0,3.6
5138,0,4.6,2.3,0.8
4413,6,4.0,2.1,5.7
3534,17,3.6,1.5,14.0
442,0,10.8,2.5,1.3
5446,0,1.3,2.1,0.0
2983,0,22.5,1.4,1.0
5768,0,24.1,7.3,0.7
2671,8,6.6,3.0,7.2
6156,8,18.6,6.4,5.9
4807,1,5.5,1.6,3.5
4739,0,6.3,0.3,0.7
6159,6,18.5,3.7,6.9
907,0,24.4,6.6,2.4
5562,0,24.6,7.3,0.7
234,4,16.1,2.9,3.0
5426,9,5.9,1.1,7.6
2228,0,24.2,4.8,1.2
5962,0,19.3,3.8,0.8
4609,3,5.8,0.7,2.8
2326,1,22.8,4.7,2.6
3809,7,21.7,5.6,8.7
4678,0,4.6,3.0,0.5
3279,7,18.5,2.6,6.0
2473,0,22.9,3.2,0.9
5926,1,24.8,4.7,3.0
5981,0,12.6,4.4,1.4
5794,1,5.6,1.6,1.9
4798,0,2.9,4.2,0.6
3350,5,21.4,4.1,4.0
4027,2,1.7,4.3,3.7
2973,8,20.8,7.2,10.6
1635,5,6.1,2.7,4.4
2061,0,22.3,2.6,0.8
4286,5,7.1,0.9,5.2
57,3,14.7,2.4,5.2
2192,1,6.3,4.1,1.8
1472,7,24.7,5.1,7.2
4993,1,6.8,3.5,1.1
5369,3,9.9,4.7,2.3
4822,3,30.8,9.9,3.4
5476,0,24.6,3.9,1.1
3314,11,14.8,1.2,9.5
2786,1,17.7,5.3,2.1
1474,3,2.0,2.2,2.9
1568,6,17.0,1.6,4.7
3075,18,14.9,3.0,15.4
465,2,14.6,3.2,2.9
3071,11,4.9,1.9,9.3
1589,6,21.7,2.8,6.3
1008,7,22.3,3.3,5.5
4977,0,1.1,2.4,0.0
1579,0,24.7,7.8,0.8
1304,7,7.7,1.9,7.1
6161,0,20.3,4.4,1.0
5684,0,5.4,4.6,0.8
346,2,15.6,4.3,6.8
502,14,27.6,5.1,15.1
1232,6,25.4,3.5,5.0
1643,2,5.7,3.7,1.9
2990,17,24.8,4.0,15.7
833,1,7.0,1.9,2.4
1038,11,27.9,5.3,7.7
2140,1,5.9,1.2,2.0
5705,6,24.3,4.7,5.5
1362,0,26.0,21.8,1.4
1164,3,31.8,6.0,4.2
3447,7,24.3,1.9,6.1
1764,2,5.2,1.4,3.2
4320,1,23.8,4.2,6.0
1425,0,21.7,2.3,0.7
542,9,25.4,1.7,10.2
1491,3,15.9,6.9,4.3
4699,0,8.2,2.1,0.6
1666,2,2.7,5.1,2.2
1945,2,8.9,4.5,2.7
3977,0,14.9,3.5,0.9
3050,7,7.6,2.1,5.3
5389,3,11.7,2.4,5.4
2351,6,8.3,4.4,6.6
565,2,24.8,3.7,4.0
263,1,16.8,3.2,5.2
5137,3,5.8,1.8,7.6
1324,5,24.4,4.8,7.4
381,7,13.3,2.5,5.5
5043,0,5.7,2.2,0.7
613,0,9.1,4.1,0.9
5408,0,21.2,4.2,0.8
215,0,28.8,2.9,1.1
1977,0,2.6,2.4,1.0
1102,1,6.7,1.9,2.7
1978,1,17.3,4.1,1.8
4195,0,20.9,4.5,3.9
2865,8,14.2,4.0,8.1
3386,2,4.8,2.1,3.2
1112,0,21.0,5.0,0.0
4071,15,2.7,0.1,15.5
5752,1,4.5,3.6,1.9
5162,0,2.1,1.9,1.5
4115,0,29.1,6.6,1.3
1693,3,13.5,5.4,5.0
1617,7,26.2,5.0,5.8
6002,0,26.7,6.0,1.1
4253,0,5.1,2.0,0.0
3055,2,16.9,2.2,3.5
32,0,24.8,4.5,3.7
3632,4,16.6,4.3,10.4
114,7,10.9,2.4,6.4
4493,8,18.6,4.2,11.6
6368,0,23.8,7.5,0.9
2288,0,22.1,3.2,0.7
820,0,24.9,4.2,0.6
2249,5,6.1,0.4,4.8
4949,0,3.2,0.2,0.1
3271,8,16.4,5.3,7.0
586,0,23.6,2.3,0.7
1347,3,24.2,6.5,5.8
1098,0,10.7,6.7,0.0
1363,14,25.3,5.0,11.8
393,12,12.5,2.6,14.2
1515,0,23.8,5.6,0.7
4470,3,3.0,2.7,3.2
5754,0,25.4,4.7,1.3
3837,0,4.7,7.5,0.8
2445,2,5.3,3.4,3.5
1851,2,12.8,3.5,3.2
3224,1,26.4,5.8,2.2
1522,3,25.5,3.1,2.9
2328,1,1.7,4.1,4.1
217,2,18.4,3.8,1.5
4688,2,15.2,3.9,3.8
1709,4,12.2,2.2,7.1
983,2,19.6,5.4,2.4
189,8,18.5,2.5,6.6
5074,1,2.7,0.4,2.1
5392,1,15.7,2.5,3.1
1621,0,11.6,6.2,0.0
553,1,15.7,3.5,2.9
6155,0,17.4,6.8,0.7
4336,0,21.7,5.4,0.7
3307,0,24.9,4.4,3.0
6358,8,6.2,3.0,6.5
1380,6,9.1,1.3,6.4
5999,2,3.4,4.1,2.9
3176,15,11.5,4.1,13.4
1253,0,24.5,4.7,1.6
4907,0,9.4,2.1,0.8
4535,0,23.5,3.7,1.1
4394,0,1.6,1.5,0.0
4409,12,20.0,3.7,9.4
4553,21,15.3,2.2,18.2
2787,12,24.0,4.4,11.8
5061,0,1.9,0.1,1.2
4502,3,2.8,3.9,2.6
404,3,13.1,2.7,5.9
1783,2,24.8,3.0,2.5
666,0,25.9,2.2,1.8
6181,0,4.6,2.4,0.9
2679,3,1.7,11.8,3.8
1413,7,1.5,3.5,7.6
5927,3,17.8,1.9,2.6
528,20,16.8,3.2,18.9
1386,15,25.6,6.9,11.4
5081,1,16.2,6.0,1.2
3639,1,4.1,2.1,7.9
2060,2,10.9,0.3,3.2
485,0,15.7,2.6,1.0
6241,0,19.8,6.5,0.8
3315,6,5.1,3.2,6.2
3562,3,9.8,1.4,2.5
4864,4,6.8,0.4,6.7
5191,1,7.4,2.7,3.6
3692,21,26.5,4.6,20.1
4105,3,13.0,4.1,4.6
2781,1,22.8,3.4,1.3
3543,19,5.1,1.2,12.2
2917,7,1.8,3.0,6.8
5417,0,1.1,3.6,0.4
5163,0,2.0,1.4,0.2
2687,0,25.4,6.0,0.6
5692,0,18.2,4.6,0.6
4840,0,9.0,1.9,0.8
1597,4,3.4,3.0,6.8
4315,21,6.9,2.9,21.2
598,4,3.9,3.1,5.3
158,6,5.8,0.4,5.8
5010,6,9.7,1.8,5.5
1467,11,3.7,2.8,9.0
6085,2,24.3,7.7,3.9
3288,13,7.5,2.6,11.4
3293,14,5.0,4.5,11.5
5510,19,19.3,3.2,16.5
3804,6,2.3,1.4,9.6
3469,0,25.8,3.8,0.8
5888,1,2.4,0.2,3.5
4458,6,3.6,4.6,5.0
3830,5,4.1,3.0,6.0
522,5,27.0,4.8,4.6
1123,2,3.6,6.7,1.8
3305,0,22.4,7.0,1.5
5782,6,19.1,3.9,5.2
226,1,8.4,3.4,1.7
4640,0,6.6,1.2,0.5
1028,2,17.5,7.0,3.3
4055,6,7.3,5.2,3.9
555,4,1.3,3.1,4.9
2137,0,21.6,7.1,0.8
3419,9,2.7,1.3,8.6
4013,0,2.8,2.3,0.0
4627,0,18.7,6.6,1.3
4575,0,4.4,4.6,0.7
4990,0,3.5,2.3,1.7
6231,0,19.4,9.7,0.9
2920,4,24.7,3.2,4.6
3963,5,7.8,1.8,5.8
5454,0,24.0,6.5,2.4
2345,0,6.5,3.8,1.0
3831,5,8.2,0.0,6.0
4780,2,6.3,2.2,2.3
5001,1,3.1,2.1,4.9
707,10,8.2,3.6,8.8
5430,2,5.3,1.5,3.6
6024,0,7.5,2.7,1.0
5009,1,3.5,0.3,1.2
5528,0,10.6,3.6,0.8
4548,7,5.4,1.8,7.4
3261,4,19.0,2.7,4.5
1171,0,23.4,1.2,1.6
3276,0,26.0,3.7,0.7
1455,10,26.9,4.2,9.0
3835,2,17.6,4.6,3.0
2776,11,25.1,2.7,7.5
6151,4,25.8,7.9,4.0
4702,0,19.8,4.1,1.1
6131,0,5.2,0.1,0.8
2676,0,24.6,7.2,0.8
4499,0,1.9,2.2,0.7
6343,13,11.8,4.3,11.6
326,2,8.1,4.0,7.1
3648,3,11.0,4.0,7.3
476,2,24.7,5.1,3.1
4192,2,17.9,9.7,3.2
5218,4,11.3,3.1,5.0
4220,12,5.9,3.2,10.5
2512,1,30.8,4.4,2.2
2065,0,22.7,4.1,0.7
103,4,12.8,2.4,10.2
5217,6,5.1,3.4,6.0
1419,0,24.7,3.6,1.6
4559,6,8.7,3.0,7.9
3739,3,22.9,4.1,4.3
5828,5,18.2,4.2,5.3
523,0,23.8,1.8,3.1
992,1,11.2,2.0,2.3
5725,7,4.7,2.7,8.6
1830,0,22.2,4.1,1.0
6251,0,24.9,6.3,1.3
2606,1,23.7,1.4,2.5
730,11,15.6,3.7,8.3
66,7,9.0,1.4,8.2
3748,4,22.9,4.9,3.8
4898,5,10.3,3.1,7.1
5045,0,7.9,4.7,0.7
4968,0,11.1,3.9,0.7
4526,2,11.0,3.1,3.5
6328,0,21.1,7.6,1.0
1939,0,27.6,3.4,0.9
2666,14,4.9,2.5,9.3
1396,11,24.6,6.0,7.4
2868,5,10.6,0.1,5.2
751,5,25.2,5.1,4.3
4784,1,10.9,2.8,2.2
885,8,8.3,5.7,5.2
488,1,14.8,2.0,3.6
3623,8,5.7,0.0,7.2
1016,4,4.8,1.8,3.3
2106,0,24.1,3.5,0.8
5905,1,18.1,5.7,1.7
2724,0,2.7,2.0,0.8
6078,0,4.1,2.0,0.0
4679,0,4.9,1.0,0.7
2319,0,22.7,2.8,0.9
2003,0,24.3,5.7,0.8
5627,2,12.1,1.7,4.4
3813,4,6.9,2.1,5.8
3555,11,20.7,3.4,8.8
702,3,7.9,3.0,3.7
617,0,3.7,0.0,0.6
1724,4,7.2,2.9,3.8
10,3,3.1,2.7,8.2
3898,6,6.8,3.8,7.9
2200,5,25.3,4.0,5.6
2097,2,25.6,2.1,1.8
978,0,19.3,3.4,0.0
2272,9,10.7,6.3,7.2
5630,2,4.8,0.9,5.6
774,10,10.5,1.1,8.3
759,8,5.5,3.9,5.6
3079,4,9.9,3.0,3.4
1611,0,23.4,3.3,0.6
936,2,6.5,3.9,2.3
2220,0,26.6,5.9,0.8
4355,1,15.0,2.2,2.5
2075,8,0.8,2.0,8.4
4974,0,6.0,1.7,2.4
110,0,19.2,5.2,0.8
5274,1,8.0,3.0,5.4
5494,2,1.1,2.0,5.6
4494,0,24.8,7.6,1.0
2992,2,24.3,2.0,5.1
490,2,14.6,1.1,3.4
1190,0,24.7,4.4,1.0
1089,0,24.9,4.6,0.6
5501,1,17.5,6.5,1.8
4708,1,5.6,0.5,1.6
1479,1,25.1,3.5,2.3
4151,0,20.8,3.8,3.9
3201,13,11.3,6.6,9.9
4508,0,24.4,4.3,1.3
1906,0,25.1,7.3,1.0
5670,0,26.6,5.2,0.9
3047,0,26.0,4.4,4.0
1298,0,25.9,6.0,0.7
2072,2,12.7,2.1,1.8
2743,2,9.0,2.1,2.0
4889,1,7.1,1.6,3.7
71,11,7.4,4.0,8.0
4874,1,14.1,1.7,1.7
2608,3,5.3,1.2,2.8
4778,1,8.1,1.4,1.2
4939,0,3.8,1.3,0.9
1852,2,15.3,2.9,4.6
2727,3,23.8,3.7,4.2
1942,8,16.1,1.9,7.1
1254,5,29.3,5.2,5.5
3966,4,7.3,1.7,4.2
3087,5,1.0,0.8,5.4
184,0,25.4,5.0,1.4
5182,0,7.2,1.9,0.8
824,5,13.6,1.7,4.5
386,1,6.8,1.9,3.8
1719,1,12.7,3.5,2.5
347,2,15.4,2.9,5.8
6279,0,28.0,5.9,0.7
6032,5,3.5,4.1,5.0
3421,0,24.6,11.3,0.9
2769,0,2.5,1.2,0.0
4051,0,3.4,0.8,4.6
468,8,20.4,1.6,10.7
3541,3,3.9,1.9,4.4
1418,0,23.4,0.2,1.3
4492,16,3.5,2.2,15.1
536,6,15.8,1.7,5.8
3677,8,22.7,3.9,6.8
6380,7,25.3,4.3,9.8
341,1,12.6,2.2,5.1
4084,1,18.4,3.7,7.8
1299,0,24.0,3.6,0.7
1117,4,20.4,3.3,5.4
1995,1,25.3,5.1,2.2
4246,5,23.2,2.9,7.8
1619,0,22.8,3.9,0.5
4745,2,5.0,0.5,3.2
5168,0,0.3,0.9,0.0
2490,5,25.6,4.5,5.9
4408,3,20.2,5.4,6.9
3175,5,3.4,1.9,4.9
3712,11,25.5,4.7,10.7
5884,0,3.0,1.6,2.2
1927,0,22.8,2.8,1.2
6364,16,4.9,2.9,12.3
719,4,9.4,2.4,4.3
5830,1,16.5,5.2,4.2
1083,0,22.4,2.1,1.1
3935,24,4.9,0.8,21.2
2765,4,10.6,3.4,4.2
3306,9,13.3,4.5,8.0
3180,8,25.0,4.0,10.0
160,6,25.2,3.1,6.1
1653,1,25.8,6.1,2.8
749,5,11.4,4.3,5.7
688,4,24.5,2.1,5.1
3768,14,23.7,5.0,12.2
5424,9,3.5,2.0,7.4
6426,1,11.8,3.4,1.8
3016,13,26.0,7.0,12.1
3372,13,9.0,1.7,9.2
3523,3,6.6,5.8,4.1
3096,5,24.7,4.0,3.5
1558,1,22.0,8.6,1.9
1081,0,23.5,8.1,1.0
920,2,7.2,4.0,2.6
3471,1,1.6,0.9,1.7
4221,0,25.8,4.4,1.2
1853,0,15.7,2.2,0.7
4512,1,26.2,4.8,8.0
6132,12,25.2,6.6,13.6
2782,6,23.9,2.9,6.0
848,3,3.0,1.8,4.2
1603,3,25.7,4.3,2.4
5141,0,5.2,0.1,0.8
3040,8,10.4,2.1,8.8
5453,0,23.0,4.0,0.5
5513,0,24.9,4.0,0.9
4274,1,25.6,7.2,2.8
5667,7,24.0,2.5,7.2
4810,0,1.5,0.2,1.0
5836,0,22.3,6.5,1.6
6232,3,3.2,5.2,4.0
5812,11,25.9,3.6,12.0
2659,20,2.3,0.0,17.7
1294,0,27.2,3.3,0.6
2189,0,24.9,6.9,1.5
1531,6,6.0,0.0,4.3
4414,2,6.2,1.0,4.0
6237,1,5.9,1.6,1.0
1387,0,4.6,2.6,0.7
4667,0,1.0,1.9,0.5
2721,3,26.8,5.0,2.9
2347,1,24.1,14.6,1.1
1251,0,25.7,6.7,0.6
1892,1,24.7,3.6,1.3
3670,1,8.1,4.3,1.4
568,0,24.6,3.8,0.8
5953,1,9.2,2.2,3.3
3644,3,2.5,0.3,4.3
3453,5,11.7,0.7,7.8
2910,0,26.0,3.7,1.0
5878,6,19.8,4.9,4.9
436,1,19.5,3.1,2.6
1559,9,5.3,1.4,7.1
4534,5,20.8,11.5,6.9
655,1,18.7,4.5,4.1
3361,6,1.0,0.3,6.3
554,0,2.7,5.5,0.7
780,0,24.2,2.7,1.0
4061,0,14.1,11.3,0.0
4362,0,2.7,1.3,0.9
2042,3,2.1,40.1,3.8
2532,2,15.2,3.0,3.3
3491,0,25.1,9.0,0.9
1197,3,42.5,5.4,2.6
4149,4,5.8,2.2,4.3
3498,0,1.3,3.1,1.3
4664,0,15.8,6.3,3.2
4023,1,2.7,4.2,7.7
1987,0,0.5,3.8,1.0
845,0,29.1,7.2,0.7
602,3,3.3,0.2,5.7
2877,9,24.1,3.4,9.4
611,0,22.6,2.2,2.3
4166,8,2.7,1.2,7.3
4094,8,25.1,5.9,10.9
108,0,17.3,3.3,3.8
6441,6,4.6,2.2,6.4
5491,0,24.5,7.9,0.7
3017,0,24.1,4.0,1.1
2471,0,18.8,2.3,0.5
1733,0,24.1,1.1,1.9
5465,6,22.0,2.9,6.8
5539,7,12.9,2.4,6.8
1302,8,24.9,6.6,6.4
828,3,21.0,7.3,4.9
151,0,19.3,1.7,0.7
4658,4,3.9,2.5,6.2
4970,1,3.1,0.7,1.3
1417,0,24.5,1.8,1.0
5196,0,8.5,2.3,1.2
5612,6,21.6,4.4,5.6
2084,3,15.2,3.3,4.2
2073,5,6.1,2.0,6.6
782,0,22.2,17.7,1.2
397,1,21.9,4.1,8.6
3053,11,6.7,2.4,7.5
166,1,22.8,3.4,1.0
3753,0,15.8,2.6,1.8
5938,5,24.9,2.7,4.2
6073,0,23.0,5.8,0.7
5374,6,23.8,4.5,5.5
4104,7,11.8,4.6,7.6
1225,1,3.4,2.9,2.6
